,File Name with extension,File Name,Term,Span,Class
246,sentence_1490,sentence_1490.txt,sialoadenitis,"( 46,59)",Associated Conditions
485,sentence_23,sentence_23.txt,woman,"( 14,19)",Risk Factors
1141,sentence_2123,sentence_2123.txt,scintigraphic involvement,"( 52,77)",Diagnostic Tests
1042,sentence_2070,sentence_2070.txt,dryness of the mouth and eyes,"( 49,78)",Signs and Symptoms
1612,sentence_2448,sentence_2448.txt,oral discomfort,"( 105,120)",Signs and Symptoms
381,sentence_1792,sentence_1792.txt,parotid sialography,"( 107,126)",Diagnostic Tests
526,sentence_278,sentence_278.txt,sialendoscopy,"( 33,46)",Diagnostic Tests
441,sentence_1942,sentence_1942.txt,Ultrasonography,"( 0,15)",Diagnostic Tests
1402,sentence_2321,sentence_2321.txt,symmetric pelvic-girdle weakness,"( 31,63)",Signs and Symptoms
1729,sentence_2549,sentence_2549.txt,parotid and submandibular US,"( 103,131)",Diagnostic Tests
560,sentence_340,sentence_340.txt,dryness,"( 12,19)",Signs and Symptoms
329,sentence_1683,sentence_1683.txt,sicca,"( 10,15)",Signs and Symptoms
1824,sentence_2668,sentence_2668.txt,Constrictive bronchiolitis,"( 13,39)",Associated Conditions
1446,sentence_2350,sentence_2350.txt,progressive ataxia,"( 106,124)",Signs and Symptoms
1127,sentence_2118,sentence_2118.txt,anti-La/SSB,"( 229,240)",Diagnostic Tests
1791,sentence_2604,sentence_2604.txt,Renal involvement,"( 0,17)",Associated Conditions
265,sentence_1576,sentence_1576.txt,sialography,"( 83,94)",Diagnostic Tests
146,sentence_128,sentence_128.txt,neuropathies,"( 32,44)",Associated Conditions
1123,sentence_2118,sentence_2118.txt,of parotid enlargement,"( 45,68)",Signs and Symptoms
31,sentence_1031,sentence_1031.txt,Systemic lupus erythematosus,"( 0,28)",Associated Conditions
77,sentence_1099,sentence_1099.txt,xerostomia,"( 201,211)",Signs and Symptoms
29,sentence_103,sentence_103.txt,mucocele,"( 44,52)",Signs and Symptoms
55,sentence_1074,sentence_1074.txt,female,"( 99,105)",Risk Factors
1412,sentence_2325,sentence_2325.txt,Schirmer's test and sialoscintigraphy were positive,"( 5,56)",Diagnostic Tests
200,sentence_141,sentence_141.txt,SLE,"( 242,245)",Associated Conditions
1000,sentence_2040,sentence_2040.txt,IHC scores,"( 4,14)",Diagnostic Tests
133,sentence_1244,sentence_1244.txt,ILD,"( 77,80)",Associated Conditions
1595,sentence_2445,sentence_2445.txt,ectodermal dysplasia,"( 109,129)",Associated Conditions
1556,sentence_2414,sentence_2414.txt,bronchiectasis,"( 41,55)",Associated Conditions
1415,sentence_2328,sentence_2328.txt,DM,"( 11,14)",Associated Conditions
877,sentence_879,sentence_879.txt,sicca symptoms.,"( 104,119)",Signs and Symptoms
1009,sentence_2050,sentence_2050.txt,Dysphagia,"( 0,9)",Signs and Symptoms
1479,sentence_2372,sentence_2372.txt,Schirmer's test,"( 56,71)",Diagnostic Tests
1401,sentence_2321,sentence_2321.txt,waddling gait,"( 81,94)",Signs and Symptoms
320,sentence_168,sentence_168.txt,RA-onset,"( 0,8)",Signs and Symptoms
207,sentence_1421,sentence_1421.txt,limb,"( 48,52)",Signs and Symptoms
1022,sentence_2054,sentence_2054.txt,three Fox criteria.,"( 65,84)",Diagnostic Tests
593,sentence_372,sentence_372.txt,ANA,"( 144,147)",Diagnostic Tests
1812,sentence_2643,sentence_2643.txt,dry mouth,"( 231,240)",Signs and Symptoms
137,sentence_1250,sentence_1250.txt,scleroderma,"( 139,150)",Associated Conditions
557,sentence_332,sentence_332.txt,dry eye,"( 41,48)",Signs and Symptoms
1111,sentence_2111,sentence_2111.txt,lymphadenopathy,"( 72,87)",Associated Conditions
731,sentence_649,sentence_649.txt,autoimmune antibody test,"( 74,98)",Diagnostic Tests
1771,sentence_2598,sentence_2598.txt,female,"( 32,38)",Risk Factors
1044,sentence_2073,sentence_2073.txt,TAFRO syndrome,"( 11,25)",Associated Conditions
284,sentence_1617,sentence_1617.txt,females,"( 58,65)",Risk Factors
1658,sentence_2482,sentence_2482.txt,extraglandular systemic manifestations,"( 170,208)",Signs and Symptoms
449,sentence_1948,sentence_1948.txt,Schirmer's test,"( 136,151)",Diagnostic Tests
1827,sentence_2679,sentence_2679.txt,Schirmer's test1,"( 140,156)",Diagnostic Tests
1041,sentence_2070,sentence_2070.txt,autoimmune cytopenias.,"( 121,143)",Associated Conditions
1560,sentence_2420,sentence_2420.txt,xerostomia,"( 65,75)",Signs and Symptoms
306,sentence_1662,sentence_1662.txt,systemic lupus erythematosus,"( 176,204)",Signs and Symptoms
1807,sentence_2643,sentence_2643.txt,Lymphocytic infiltration,"( 0,24)",Diagnostic Tests
1529,sentence_2407,sentence_2407.txt,neuritis,"( 130,138)",Signs and Symptoms
346,sentence_1717,sentence_1717.txt,lymphoma,"( 134,142)",Associated Conditions
1292,sentence_2251,sentence_2251.txt,sicca syndrome.,"( 190,205)",Associated Conditions
1034,sentence_2065,sentence_2065.txt,inflammation of exocrine glands,"( 92,123)",Signs and Symptoms
354,sentence_1726,sentence_1726.txt,systemic lupus erythematosus,"( 104,132)",Associated Conditions
1664,sentence_2484,sentence_2484.txt,mouth dryness,"( 11,24)",Signs and Symptoms
818,sentence_746,sentence_746.txt,dry mouth,"( 36,45)",Signs and Symptoms
257,sentence_1537,sentence_1537.txt,Dryness,"( 0,7)",Signs and Symptoms
725,sentence_624,sentence_624.txt,anti-SSA,"( 149,157)",Diagnostic Tests
1385,sentence_2319,sentence_2319.txt,"bilateral thighs, myalgia","( 77,102)",Signs and Symptoms
1373,sentence_2310,sentence_2310.txt,dry mouth,"( 80,89)",Signs and Symptoms
845,sentence_797,sentence_797.txt,anti-SSA/Ro antibody.,"( 159,180)",Diagnostic Tests
624,sentence_417,sentence_417.txt,postmenopausal women.,"( 57,78)",Risk Factors
1592,sentence_2445,sentence_2445.txt,sarcoidosis,"( 196,207)",Associated Conditions
369,sentence_1758,sentence_1758.txt,dry mouth,"( 12,21)",Signs and Symptoms
1767,sentence_2595,sentence_2595.txt,lymphocytic sialadenitits,"( 49,74)",Associated Conditions
408,sentence_1852,sentence_1852.txt,salivary gland malignancy,"( 122,147)",Associated Conditions
565,sentence_35,sentence_35.txt,pain,"( 53,57)",Signs and Symptoms
1845,sentence_2696,sentence_2696.txt,gingivitis,"( 71,81)",Associated Conditions
1061,sentence_2085,sentence_2085.txt,acoustic radiation force impulses (ARFI),"( 85,125)",Diagnostic Tests
1419,sentence_2331,sentence_2331.txt,Central nervous system (CNS) involvement,"( 0,40)",Associated Conditions
1353,sentence_2300,sentence_2300.txt,on B-cell hyperactivity,"( 38,61)",Diagnostic Tests
789,sentence_688,sentence_688.txt,anti-SSA,"( 239,247)",Diagnostic Tests
208,sentence_1421,sentence_1421.txt,fatigue,"( 59,66)",Signs and Symptoms
1743,sentence_2556,sentence_2556.txt,sialograms,"( 139,149)",Diagnostic Tests
1428,sentence_2343,sentence_2343.txt,hypophosphataemia,"( 61,78)",Signs and Symptoms
875,sentence_873,sentence_873.txt,salivary flow rate,"( 127,145)",Diagnostic Tests
1058,sentence_2077,sentence_2077.txt,hepato-splenomegaly.,"( 91,111)",Signs and Symptoms
435,sentence_1919,sentence_1919.txt,hypokalemia,"( 38,49)",Associated Conditions
103,sentence_116,sentence_116.txt,anti-SSB/La,"( 178,189)",Diagnostic Tests
720,sentence_614,sentence_614.txt,female,"( 24,30)",Risk Factors
1422,sentence_2338,sentence_2338.txt,Anti-SSA,"( 78,86)",Diagnostic Tests
1099,sentence_2107,sentence_2107.txt,CCL21 and CXCL13 expression,"( 75,102)",Diagnostic Tests
862,sentence_859,sentence_859.txt,Schirmer test,"( 91,104)",Diagnostic Tests
11,sentence_1007,sentence_1007.txt,dry mouth,"( 13,22)",Signs and Symptoms
1793,sentence_2605,sentence_2605.txt,hypokalemic paralysis.,"( 115,137)",Associated Conditions
1760,sentence_2578,sentence_2578.txt,Neuromyotonia,"( 0,13)",Signs and Symptoms
916,sentence_994,sentence_994.txt,positive antinuclear antibodies,"( 160,191)",Diagnostic Tests
986,sentence_2031,sentence_2031.txt,respiratory infections,"( 269,291)",Associated Conditions
1098,sentence_2105,sentence_2105.txt,salivary gland biopsies,"( 19,42)",Diagnostic Tests
1469,sentence_2364,sentence_2364.txt,unstimulated whole salivary flow,"( 57,90)",Diagnostic Tests
1191,sentence_2155,sentence_2155.txt,sialography,"( 4,15)",Diagnostic Tests
1304,sentence_2258,sentence_2258.txt,decreased saliva,"( 60,76)",Signs and Symptoms
43,sentence_1042,sentence_1042.txt,parotitis.,"( 123,133)",Signs and Symptoms
1273,sentence_2234,sentence_2234.txt,SS-A antibody titers,"( 0,20)",Diagnostic Tests
1197,sentence_2155,sentence_2155.txt,xerostomia,"( 71,81)",Signs and Symptoms
353,sentence_1721,sentence_1721.txt,B-cell lymphoma,"( 82,97)",Associated Conditions
1259,sentence_2214,sentence_2214.txt,lip biopsy.,"( 69,80)",Diagnostic Tests
716,sentence_610,sentence_610.txt,dry mouth,"( 211,220)",Signs and Symptoms
1217,sentence_2189,sentence_2189.txt,chronic sialoadenitis,"( 54,75)",Signs and Symptoms
931,sentence_2004,sentence_2004.txt,Saxon test,"( 35,45)",Diagnostic Tests
795,sentence_69,sentence_69.txt,xerostomia,"( 184,194)",Signs and Symptoms
576,sentence_357,sentence_357.txt,Schirmer's test,"( 69,84)",Diagnostic Tests
1565,sentence_2421,sentence_2421.txt,salivary gland biopsy,"( 73,94)",Diagnostic Tests
621,sentence_408,sentence_408.txt,female,"( 27,33)",Risk Factors
1297,sentence_2256,sentence_2256.txt,Sicca symptoms,"( 0,14)",Signs and Symptoms
1647,sentence_2467,sentence_2467.txt,sialectasis,"( 114,125)",Signs and Symptoms
851,sentence_812,sentence_812.txt,tubulointerstitial nephritis.,"( 118,147)",Associated Conditions
994,sentence_2037,sentence_2037.txt,EpEX and EpICD expression,"( 57,82)",Diagnostic Tests
1744,sentence_2560,sentence_2560.txt,sialogram,"( 75,84)",Diagnostic Tests
964,sentence_2022,sentence_2022.txt,bronchiectasis,"( 67,81)",Associated Conditions
1733,sentence_2550,sentence_2550.txt,sialography,"( 52,63)",Diagnostic Tests
1291,sentence_2248,sentence_2248.txt,lymphoma,"( 78,86)",Associated Conditions
836,sentence_77,sentence_77.txt,women,"( 24,29)",Risk Factors
1289,sentence_2247,sentence_2247.txt,oral and ocular dryness,"( 44,67)",Signs and Symptoms
811,sentence_725,sentence_725.txt,women,"( 30,35)",Risk Factors
345,sentence_1717,sentence_1717.txt,lymphoma,"( 85,93)",Associated Conditions
185,sentence_1370,sentence_1370.txt,Schirmer test,"( 143,156)",Diagnostic Tests
76,sentence_1099,sentence_1099.txt,particularly xerophthalmia,"( 163,189)",Signs and Symptoms
421,sentence_1901,sentence_1901.txt,cutaneous vasculitis,"( 171,191)",Signs and Symptoms
1364,sentence_2306,sentence_2306.txt,xerosis,"( 77,84)",Signs and Symptoms
548,sentence_309,sentence_309.txt,lymphoma,"( 112,120)",Associated Conditions
1393,sentence_2320,sentence_2320.txt,malar rash,"( 28,38)",Signs and Symptoms
1272,sentence_2234,sentence_2234.txt,SS-A antibody,"( 0,13)",Diagnostic Tests
658,sentence_500,sentence_500.txt,hypocomplementemia,"( 174,192)",Signs and Symptoms
1118,sentence_2113,sentence_2113.txt,CXCL13,"( 10,16)",Diagnostic Tests
826,sentence_760,sentence_760.txt,oral dryness,"( 87,99)",Signs and Symptoms
1381,sentence_2316,sentence_2316.txt,Cardiac involvement,"( 0,19)",Associated Conditions
1359,sentence_2304,sentence_2304.txt,PML,"( 54,57)",Associated Conditions
23,sentence_1023,sentence_1023.txt,malaise,"( 105,112)",Signs and Symptoms
1348,sentence_2298,sentence_2298.txt,hypokalemia.,"( 118,130)",Associated Conditions
1639,sentence_2466,sentence_2466.txt,tenosynovitis,"( 58,71)",Signs and Symptoms
1410,sentence_2325,sentence_2325.txt,Schirmer's test,"( 5,20)",Diagnostic Tests
919,sentence_2003,sentence_2003.txt,KCS,"( 27,30)",Signs and Symptoms
761,sentence_668,sentence_668.txt,tear break-up time,"( 40,58)",Diagnostic Tests
1420,sentence_2334,sentence_2334.txt,female,"( 20,26)",Risk Factors
1848,sentence_2698,sentence_2698.txt,xerostomia,"( 130,140)",Signs and Symptoms
1630,sentence_2464,sentence_2464.txt,sialectasis imaging,"( 77,96)",Diagnostic Tests
290,sentence_1635,sentence_1635.txt,dry mouth,"( 121,130)",Signs and Symptoms
1082,sentence_2097,sentence_2097.txt,sicca symptoms.,"( 151,166)",Signs and Symptoms
1125,sentence_2118,sentence_2118.txt,positive rheumatoid factor,"( 164,190)",Diagnostic Tests
799,sentence_695,sentence_695.txt,dry mouth,"( 79,88)",Signs and Symptoms
1537,sentence_2408,sentence_2408.txt,sicca symptoms,"( 96,110)",Signs and Symptoms
1262,sentence_2215,sentence_2215.txt,unstimulated salivary flow rate,"( 122,153)",Diagnostic Tests
1482,sentence_2382,sentence_2382.txt,Hashimoto's disease.,"( 149,169)",Signs and Symptoms
654,sentence_5,sentence_5.txt,dry eye,"( 116,123)",Signs and Symptoms
622,sentence_410,sentence_410.txt,dyspnea,"( 66,73)",Signs and Symptoms
20,sentence_1020,sentence_1020.txt,biopsy,"( 136,142)",Diagnostic Tests
1065,sentence_2089,sentence_2089.txt,submandibular gland SWV,"( 158,181)",Diagnostic Tests
1719,sentence_2545,sentence_2545.txt,Parotid,"( 9,16)",Diagnostic Tests
516,sentence_268,sentence_268.txt,anti-La/SSB,"( 220,231)",Diagnostic Tests
959,sentence_2020,sentence_2020.txt,higher SIRs,"( 85,96)",Diagnostic Tests
957,sentence_2017,sentence_2017.txt,dry,"( 146,149)",Signs and Symptoms
1269,sentence_2223,sentence_2223.txt,dry eyes,"( 127,135)",Signs and Symptoms
611,sentence_394,sentence_394.txt,dysgeusia,"( 150,159)",Signs and Symptoms
1071,sentence_2092,sentence_2092.txt,HPP,"( 33,36)",Associated Conditions
822,sentence_76,sentence_76.txt,sicca,"( 127,132)",Signs and Symptoms
409,sentence_1854,sentence_1854.txt,dryness,"( 66,73)",Signs and Symptoms
1633,sentence_2464,sentence_2464.txt,decreased salivary function,"( 103,130)",Signs and Symptoms
545,sentence_300,sentence_300.txt,sicca,"( 49,54)",Signs and Symptoms
73,sentence_109,sentence_109.txt,sicca,"( 99,104)",Signs and Symptoms
616,sentence_398,sentence_398.txt,Sjgren syndrome B antibodies,"( 200,228)",Diagnostic Tests
798,sentence_695,sentence_695.txt,dry eyes,"( 63,71)",Signs and Symptoms
1326,sentence_2279,sentence_2279.txt,lymphoma.,"( 147,156)",Associated Conditions
228,sentence_1450,sentence_1450.txt,scintigraphy,"( 40,52)",Diagnostic Tests
1796,sentence_2607,sentence_2607.txt,women,"( 38,43)",Risk Factors
1534,sentence_2407,sentence_2407.txt,chronic optic atrophy,"( 165,186)",Associated Conditions
478,sentence_212,sentence_212.txt,bronchiectasis,"( 66,80)",Associated Conditions
280,sentence_1607,sentence_1607.txt,SLE,"( 105,108)",Associated Conditions
1581,sentence_2436,sentence_2436.txt,Raynaud's phenomenon,"( 77,97)",Associated Conditions
1253,sentence_2212,sentence_2212.txt,dry mouth,"( 75,84)",Signs and Symptoms
453,sentence_1951,sentence_1951.txt,Salivary gland scintigraphy,"( 0,27)",Diagnostic Tests
591,sentence_372,sentence_372.txt,anti-SS-A/Ro,"( 116,128)",Diagnostic Tests
1287,sentence_2245,sentence_2245.txt,neurological manifestations,"( 55,82)",Associated Conditions
786,sentence_687,sentence_687.txt,Women,"( 9,14)",Risk Factors
1015,sentence_2053,sentence_2053.txt,dysphagia,"( 79,88)",Signs and Symptoms
1278,sentence_2241,sentence_2241.txt,lymphocyte infiltrate,"( 86,107)",Signs and Symptoms
1325,sentence_2278,sentence_2278.txt,lymphoma,"( 42,50)",Associated Conditions
1843,sentence_2696,sentence_2696.txt,stomatitis,"( 83,93)",Associated Conditions
586,sentence_367,sentence_367.txt,salivary gland biopsy,"( 228,249)",Diagnostic Tests
976,sentence_2029,sentence_2029.txt,anti-Ro/SS-A antibodies,"( 71,94)",Diagnostic Tests
942,sentence_2008,sentence_2008.txt,KCS,"( 81,84)",Signs and Symptoms
1575,sentence_2432,sentence_2432.txt,MSGB,"( 98,102)",Diagnostic Tests
708,sentence_608,sentence_608.txt,rheumatic diseases,"( 94,112)",Associated Conditions
936,sentence_2007,sentence_2007.txt,sicca symptoms,"( 117,131)",Signs and Symptoms
1464,sentence_2360,sentence_2360.txt,sarcoidosis,"( 123,134)",Associated Conditions
628,sentence_428,sentence_428.txt,enlargement of the lacrimal and salivary glands,"( 23,70)",Signs and Symptoms
617,sentence_4,sentence_4.txt,dry eye disease (DED).,"( 92,114)",Signs and Symptoms
1050,sentence_2075,sentence_2075.txt,generalized edema.,"( 86,104)",Signs and Symptoms
1230,sentence_2196,sentence_2196.txt,xerophthalmia,"( 72,85)",Signs and Symptoms
1209,sentence_2185,sentence_2185.txt,necrotizing keratoscleritis,"( 23,50)",Associated Conditions
1840,sentence_2688,sentence_2688.txt,sicca symptoms,"( 13,27)",Signs and Symptoms
631,sentence_44,sentence_44.txt,dry mouth,"( 127,136)",Signs and Symptoms
609,sentence_394,sentence_394.txt,traumatic oral lesions,"( 115,137)",Signs and Symptoms
1661,sentence_2483,sentence_2483.txt,salivary gland swelling,"( 52,75)",Signs and Symptoms
153,sentence_1287,sentence_1287.txt,lymphadenopathy,"( 27,42)",Signs and Symptoms
1310,sentence_2262,sentence_2262.txt,minor salivary gland tissue biopsies,"( 156,192)",Diagnostic Tests
974,sentence_2028,sentence_2028.txt,hiatus hernia,"( 122,135)",Associated Conditions
1349,sentence_2299,sentence_2299.txt,non-Hodgkin's lymphoma,"( 160,182)",Associated Conditions
721,sentence_615,sentence_615.txt,RA,"( 12,14)",Associated Conditions
1822,sentence_2645,sentence_2645.txt,fatigue,"( 144,151)",Signs and Symptoms
1206,sentence_2181,sentence_2181.txt,rheumatic diseases,"( 11,29)",Associated Conditions
1773,sentence_2598,sentence_2598.txt,weakness,"( 66,74)",Signs and Symptoms
1456,sentence_2356,sentence_2356.txt,fatigue,"( 42,49)",Signs and Symptoms
1137,sentence_2119,sentence_2119.txt,lymphoma,"( 17,25)",Associated Conditions
1618,sentence_2449,sentence_2449.txt,keratoconjunctivitis sicca,"( 141,167)",Signs and Symptoms
1154,sentence_2126,sentence_2126.txt,glomerulonephritis,"( 94,112)",Associated Conditions
457,sentence_1962,sentence_1962.txt,pneumonitis,"( 135,146)",Signs and Symptoms
587,sentence_367,sentence_367.txt,keratoconjunctivitis sicca.,"( 279,306)",Signs and Symptoms
35,sentence_1035,sentence_1035.txt,SLE,"( 61,64)",Associated Conditions
742,sentence_656,sentence_656.txt,muscle pain,"( 128,139)",Signs and Symptoms
1156,sentence_2126,sentence_2126.txt,skin vasculitis,"( 54,69)",Associated Conditions
1705,sentence_2530,sentence_2530.txt,without anti-Ro.,"( 122,138)",Diagnostic Tests
281,sentence_1608,sentence_1608.txt,SLE,"( 6,9)",Associated Conditions
1379,sentence_2312,sentence_2312.txt,labial gland biopsy,"( 47,66)",Diagnostic Tests
1459,sentence_2357,sentence_2357.txt,ganglionopathy,"( 30,44)",Associated Conditions
960,sentence_2020,sentence_2020.txt,higher SIRs,"( 85,96)",Diagnostic Tests
1734,sentence_2550,sentence_2550.txt,sialography,"( 100,111)",Diagnostic Tests
